urban,age,marital_status,given_birth,dob,dom,age_mar,partner_age,ethnicity,language,birth_year,birth_month,birth_day,marriage_year,marriage_month,marriage_day
2,31,1,1,2548,1979.0,23,36.0,1,1.0,18,3,19.0,12.0,6.0,18.0
1,45,1,1,772,856.0,20,47.0,2,,11,2,28.0,14.0,7.0,30.0
1,37,1,1,1375,544.0,26,42.0,1,1.0,13,6,29.0,20.0,1.0,6.0
2,35,1,1,24,513.0,26,38.0,1,1.0,7,8,15.0,17.0,9.0,16.0
2,42,1,1,747,52.0,21,48.0,2,1.0,14,8,1.0,18.0,1.0,1.0
2,32,1,1,22,584.0,20,33.0,1,1.0,18,7,19.0,20.0,1.0,3.0
2,40,1,1,1901,1255.0,30,48.0,1,1.0,12,12,19.0,4.0,6.0,13.0
1,30,1,1,1017,588.0,21,34.0,1,1.0,9,11,20.0,17.0,11.0,16.0
2,44,1,1,472,307.0,34,42.0,1,1.0,16,2,26.0,17.0,9.0,22.0
1,49,1,1,943,325.0,31,49.0,1,1.0,36,12,19.0,1.0,1.0,3.0
1,44,1,1,732,493.0,24,45.0,1,1.0,11,12,4.0,2.0,2.0,29.0
1,48,1,1,27,18.0,27,52.0,1,1.0,3,1,21.0,2.0,5.0,9.0
1,17,2,2,1072,,NIU,,4,4.0,33,7,22.0,,,
2,17,2,2,1627,,NIU,,1,1.0,33,5,15.0,,,
1,49,3,1,340,926.0,21,,1,1.0,6,6,3.0,29.0,10.0,19.0
1,33,1,2,545,274.0,26,44.0,1,1.0,15,12,22.0,8.0,2.0,24.0
1,17,2,2,654,,NIU,,1,1.0,33,2,27.0,,,
2,25,2,2,306,,NIU,,2,1.0,29,5,28.0,,,
2,15,2,2,706,,NIU,,1,1.0,35,9,6.0,,,
1,38,2,2,451,,NIU,,1,1.0,1,5,8.0,,,
1,17,2,2,353,,NIU,,1,1.0,25,3,17.0,,,
2,42,1,1,1729,1241.0,18,48.0,1,1.0,20,12,28.0,14.0,10.0,13.0
1,27,1,2,492,361.0,21,28.0,1,1.0,19,12,26.0,10.0,2.0,16.0
1,19,2,2,878,,NIU,,1,1.0,28,9,9.0,,,
1,41,2,2,264,,NIU,,1,1.0,12,10,22.0,,,
1,33,3,1,1054,737.0,17,,3,,22,4,12.0,9.0,6.0,4.0
2,28,1,1,1464,1002.0,19,34.0,1,1.0,34,3,7.0,17.0,1.0,21.0
1,15,2,2,2547,,NIU,,4,1.0,35,1,3.0,,,
1,31,1,1,175,70.0,22,35.0,1,1.0,18,12,28.0,17.0,7.0,12.0
1,48,1,2,346,1978.0,32,57.0,1,1.0,3,6,7.0,13.0,4.0,29.0
1,18,2,2,12,,NIU,,1,1.0,25,10,27.0,,,
2,26,1,1,1458,753.0,19,37.0,1,1.0,26,1,1.0,10.0,5.0,17.0
2,46,2,2,541,,NIU,,1,1.0,4,10,16.0,,,
2,32,1,1,2546,1977.0,22,34.0,1,1.0,18,1,30.0,4.0,2.0,24.0
1,27,2,2,2,,NIU,,1,1.0,19,3,15.0,,,
1,30,1,1,682,376.0,26,35.0,1,1.0,9,7,16.0,6.0,9.0,25.0
2,22,2,2,526,,NIU,,1,1.0,23,9,21.0,,,
1,22,2,2,383,,NIU,,1,1.0,23,5,4.0,,,
2,43,3,1,1152,988.0,20,,1,1.0,20,5,7.0,24.0,12.0,7.0
1,27,1,2,44,44.0,21,28.0,1,1.0,30,6,1.0,10.0,1.0,11.0
1,23,2,2,705,,NIU,,1,1.0,31,11,3.0,,,
2,21,2,2,510,,NIU,,1,1.0,21,5,4.0,,,
2,31,1,1,1227,891.0,19,40.0,1,1.0,10,5,13.0,16.0,1.0,24.0
2,49,1,1,1413,953.0,21,52.0,1,1.0,6,2,8.0,29.0,11.0,23.0
2,48,1,1,549,94.0,32,56.0,3,1.0,6,3,4.0,13.0,9.0,24.0
1,41,1,1,2545,1976.0,31,40.0,1,1.0,14,4,13.0,4.0,1.0,8.0
1,38,1,1,325,233.0,31,46.0,1,1.0,1,7,26.0,8.0,2.0,28.0
2,49,1,1,317,148.0,25,51.0,1,1.0,6,1,12.0,24.0,9.0,18.0
2,27,1,2,213,112.0,24,24.0,1,1.0,30,7,21.0,25.0,4.0,11.0
1,34,1,1,431,375.0,21,38.0,1,1.0,7,12,17.0,5.0,1.0,28.0
1,45,1,1,1403,834.0,21,52.0,1,1.0,4,9,23.0,27.0,3.0,27.0
2,46,1,1,392,1051.0,19,46.0,1,1.0,4,9,25.0,19.0,5.0,26.0
1,42,1,1,192,102.0,18,47.0,1,1.0,14,6,9.0,14.0,11.0,31.0
1,35,1,1,2544,1975.0,24,46.0,1,1.0,7,6,23.0,20.0,1.0,13.0
2,19,2,2,258,,NIU,,1,1.0,28,2,26.0,,,
1,47,2,2,109,,NIU,,1,1.0,3,4,15.0,,,
2,21,2,2,112,,NIU,,1,1.0,23,4,7.0,,,
1,42,1,1,903,573.0,21,45.0,1,1.0,20,3,16.0,15.0,12.0,14.0
1,45,2,2,341,,NIU,,1,1.0,4,12,11.0,,,
2,33,1,1,2543,1110.0,22,36.0,1,1.0,22,11,11.0,4.0,7.0,17.0
1,46,3,1,908,562.0,30,,1,1.0,4,5,21.0,13.0,2.0,12.0
1,30,1,1,2542,1974.0,24,31.0,1,1.0,9,7,18.0,3.0,4.0,14.0
2,45,1,1,234,851.0,22,52.0,1,1.0,11,5,2.0,24.0,1.0,31.0
1,45,1,2,234,306.0,40,36.0,1,1.0,11,5,2.0,11.0,9.0,17.0
1,40,3,1,729,434.0,19,,1,1.0,2,5,19.0,18.0,8.0,19.0
1,21,2,2,857,,NIU,,1,1.0,21,6,17.0,,,
1,15,2,2,94,,NIU,,1,1.0,35,7,10.0,,,
2,38,1,1,375,183.0,23,39.0,1,1.0,1,2,14.0,7.0,4.0,9.0
2,31,1,1,1332,845.0,15,34.0,1,1.0,10,1,16.0,9.0,1.0,31.0
1,39,1,1,1025,22.0,22,41.0,1,1.0,24,10,23.0,13.0,9.0,21.0
1,20,2,2,137,,NIU,,1,1.0,21,9,12.0,,,
1,39,2,2,1117,,NIU,,1,1.0,24,2,31.0,,,
2,35,1,1,1863,1383.0,21,40.0,1,1.0,7,7,12.0,5.0,9.0,3.0
2,40,1,1,1024,182.0,17,46.0,2,1.0,12,12,14.0,24.0,1.0,16.0
2,24,2,2,731,,NIU,,1,1.0,17,1,17.0,,,
1,36,1,1,1408,756.0,26,37.0,1,1.0,13,3,20.0,4.0,10.0,10.0
2,16,2,2,174,,NIU,,1,1.0,33,3,23.0,,,
2,23,1,2,396,222.0,20,24.0,1,1.0,17,3,5.0,6.0,7.0,16.0
1,33,1,1,1466,764.0,20,36.0,1,1.0,22,6,31.0,5.0,7.0,6.0
2,35,1,1,24,1973.0,31,43.0,1,1.0,7,8,15.0,11.0,2.0,8.0
1,41,1,1,83,316.0,22,42.0,1,2.0,12,7,15.0,22.0,5.0,5.0
1,34,1,1,2541,1480.0,20,44.0,1,1.0,15,9,8.0,5.0,6.0,9.0
2,35,1,1,28,1.0,20,45.0,1,1.0,5,3,27.0,9.0,2.0,1.0
2,42,1,1,747,52.0,21,48.0,2,1.0,14,8,1.0,18.0,1.0,1.0
2,35,1,1,2539,698.0,19,44.0,1,1.0,7,8,4.0,13.0,7.0,19.0
2,46,1,1,128,357.0,22,52.0,1,1.0,8,3,19.0,14.0,4.0,2.0
1,36,1,1,922,555.0,22,44.0,1,1.0,5,6,30.0,7.0,4.0,15.0
1,37,1,1,224,121.0,28,35.0,1,1.0,13,5,2.0,12.0,9.0,19.0
2,45,1,1,260,125.0,21,46.0,1,1.0,11,10,23.0,14.0,7.0,10.0
2,40,1,1,182,89.0,21,44.0,1,1.0,2,1,11.0,1.0,6.0,5.0
1,25,2,2,507,,NIU,,1,1.0,29,5,26.0,,,
2,17,1,2,1514,1440.0,16,22.0,1,1.0,25,3,15.0,28.0,3.0,9.0
1,38,1,2,103,45.0,25,37.0,1,1.0,1,8,5.0,5.0,10.0,9.0
1,24,2,2,2538,,NIU,,1,1.0,17,6,3.0,,,
2,21,2,2,920,,NIU,,1,1.0,21,9,15.0,,,
2,35,1,1,537,321.0,16,41.0,1,1.0,7,5,13.0,22.0,2.0,1.0
1,16,2,2,1230,,NIU,,1,1.0,32,8,28.0,,,
2,34,1,1,827,457.0,20,36.0,1,1.0,15,6,8.0,7.0,6.0,26.0
2,36,1,1,676,1056.0,29,35.0,1,1.0,5,6,20.0,8.0,11.0,14.0
1,34,1,1,414,206.0,28,35.0,1,1.0,15,6,13.0,10.0,3.0,26.0
2,17,2,2,247,,NIU,,1,1.0,33,5,13.0,,,
1,24,2,2,214,,NIU,,1,1.0,29,3,13.0,,,
1,43,2,2,1354,,NIU,,1,1.0,16,4,8.0,,,
1,26,1,2,425,59.0,22,26.0,1,1.0,26,4,16.0,6.0,5.0,24.0
2,22,2,2,582,,NIU,,1,1.0,23,10,15.0,,,
1,32,1,1,1481,839.0,29,38.0,1,1.0,22,3,11.0,11.0,12.0,12.0
1,28,1,1,1079,697.0,20,40.0,1,1.0,34,12,27.0,17.0,11.0,18.0
2,31,1,2,237,410.0,26,32.0,3,,18,4,20.0,3.0,1.0,13.0
1,15,2,2,1475,,NIU,,1,1.0,35,6,8.0,,,
1,31,1,1,1463,710.0,25,51.0,1,1.0,10,6,18.0,10.0,1.0,19.0
1,49,3,1,13,8.0,27,,1,1.0,36,3,9.0,15.0,1.0,28.0
2,38,1,1,1441,984.0,26,43.0,1,1.0,1,8,16.0,16.0,2.0,13.0
2,21,2,2,953,,NIU,,1,1.0,21,2,23.0,,,
1,28,1,1,1491,1413.0,20,32.0,1,1.0,19,4,8.0,8.0,4.0,6.0
1,20,3,1,981,689.0,19,,1,1.0,21,3,23.0,28.0,10.0,10.0
2,24,1,1,1908,726.0,18,33.0,1,1.0,17,8,22.0,10.0,12.0,16.0
2,41,1,1,272,207.0,19,43.0,1,1.0,12,6,14.0,15.0,7.0,14.0
1,48,2,2,388,,NIU,,1,1.0,6,12,1.0,,,
1,19,2,2,104,,NIU,,1,1.0,27,4,22.0,,,
1,29,1,2,420,153.0,21,34.0,1,1.0,34,5,23.0,12.0,7.0,29.0
2,17,2,2,1914,,NIU,,1,1.0,33,8,25.0,,,
1,37,1,1,1303,927.0,21,43.0,1,1.0,13,7,12.0,13.0,12.0,11.0
1,40,1,1,54,342.0,26,55.0,4,1.0,2,8,5.0,7.0,8.0,25.0
2,25,2,2,259,,NIU,,1,1.0,26,3,23.0,,,
2,49,1,1,380,227.0,29,52.0,1,1.0,36,3,6.0,2.0,6.0,31.0
2,35,3,2,196,65.0,25,,1,1.0,5,3,1.0,4.0,6.0,4.0
2,18,2,2,12,,NIU,,1,1.0,25,10,27.0,,,
1,26,2,2,439,,NIU,,1,1.0,30,4,13.0,,,
2,45,1,1,260,125.0,21,46.0,1,1.0,11,10,23.0,14.0,7.0,10.0
1,47,3,1,552,356.0,22,,1,1.0,8,7,24.0,27.0,8.0,21.0
1,22,2,2,171,,NIU,,1,1.0,31,12,8.0,,,
2,48,1,1,2537,1479.0,17,52.0,1,1.0,6,4,23.0,32.0,8.0,13.0
1,17,2,2,654,,NIU,,1,1.0,33,2,27.0,,,
2,35,1,1,673,380.0,19,38.0,1,1.0,7,7,11.0,9.0,6.0,18.0
1,22,2,2,383,,NIU,,1,1.0,23,5,4.0,,,
1,21,2,2,91,,NIU,,1,1.0,21,10,26.0,,,
1,23,2,2,418,,NIU,,1,1.0,31,7,16.0,,,
2,24,2,2,810,,NIU,,1,1.0,17,11,14.0,,,
1,46,1,1,871,634.0,25,48.0,1,1.0,4,5,26.0,18.0,1.0,5.0
1,37,1,1,2536,1478.0,24,43.0,1,1.0,13,11,7.0,5.0,11.0,2.0
2,41,1,1,2535,1477.0,26,42.0,1,1.0,14,3,1.0,9.0,8.0,15.0
1,46,2,2,252,,NIU,,1,1.0,4,9,22.0,,,
1,47,1,1,31,92.0,34,42.0,1,1.0,8,5,21.0,5.0,1.0,3.0
1,31,1,1,1380,812.0,26,34.0,2,1.0,18,4,5.0,3.0,1.0,26.0
1,38,1,1,1436,1004.0,29,41.0,1,1.0,1,2,13.0,17.0,3.0,30.0
2,24,2,2,1478,,NIU,,1,1.0,17,7,17.0,,,
1,19,2,2,486,,NIU,,5,3.0,27,12,2.0,,,
1,40,3,1,428,249.0,19,,1,1.0,2,7,29.0,2.0,9.0,12.0
1,30,2,2,384,,NIU,,1,1.0,9,7,13.0,,,
1,49,1,1,204,117.0,21,54.0,1,1.0,6,11,10.0,29.0,3.0,14.0
1,29,1,2,243,141.0,26,34.0,1,1.0,34,2,25.0,6.0,5.0,16.0
2,41,2,2,464,,NIU,,1,1.0,12,5,3.0,,,
1,48,3,2,768,430.0,19,,1,1.0,3,7,24.0,30.0,3.0,26.0
1,39,3,1,304,201.0,25,,1,1.0,24,1,7.0,5.0,4.0,27.0
2,33,1,1,1449,970.0,19,35.0,1,1.0,15,3,23.0,7.0,8.0,4.0
2,27,2,2,116,,NIU,,1,1.0,30,2,30.0,,,
1,23,2,2,218,,NIU,,1,1.0,17,12,17.0,,,
1,28,2,2,1243,,NIU,,1,1.0,19,11,20.0,,,
2,47,3,1,355,165.0,17,,1,1.0,3,4,17.0,31.0,8.0,17.0
2,15,2,2,706,,NIU,,1,1.0,35,9,6.0,,,
2,43,1,1,67,78.0,16,43.0,1,1.0,16,3,18.0,23.0,8.0,31.0
1,26,1,1,1035,395.0,22,34.0,1,1.0,26,2,16.0,11.0,2.0,20.0
2,30,1,1,921,921.0,26,29.0,1,1.0,9,7,10.0,11.0,12.0,21.0
1,31,1,1,25,11.0,25,36.0,1,1.0,10,2,3.0,3.0,4.0,10.0
2,40,1,2,2566,1476.0,26,42.0,3,,12,4,27.0,7.0,8.0,3.0
1,25,2,2,539,,NIU,,1,1.0,29,7,1.0,,,
2,44,1,1,308,707.0,19,48.0,1,1.0,16,2,10.0,27.0,2.0,2.0
1,23,2,2,963,,NIU,,1,1.0,31,11,19.0,,,
2,36,2,2,1832,,NIU,,1,1.0,5,8,16.0,,,
2,24,1,1,461,320.0,20,24.0,3,,29,4,2.0,3.0,3.0,28.0
2,32,1,1,1070,64.0,30,44.0,1,1.0,22,3,29.0,25.0,4.0,12.0
1,31,1,1,7,5.0,27,41.0,1,1.0,10,1,6.0,6.0,4.0,8.0
2,15,2,2,832,,NIU,,1,1.0,35,7,15.0,,,
2,30,1,1,319,161.0,27,31.0,1,1.0,9,8,10.0,6.0,1.0,6.0
1,45,1,1,947,994.0,19,70.0,1,1.0,11,6,2.0,19.0,10.0,9.0
1,41,1,1,133,958.0,24,46.0,1,1.0,12,7,21.0,21.0,3.0,29.0
1,47,3,1,59,366.0,18,,1,1.0,8,1,29.0,30.0,2.0,10.0
2,36,1,1,400,169.0,16,37.0,1,1.0,5,6,18.0,2.0,5.0,28.0
2,18,2,2,452,,NIU,,5,3.0,25,1,11.0,,,
1,47,3,1,506,371.0,21,,1,1.0,8,5,20.0,19.0,7.0,26.0
1,19,2,2,878,,NIU,,1,1.0,28,9,9.0,,,
2,16,2,2,2565,,NIU,,1,1.0,33,3,6.0,,,
2,15,2,2,1903,,NIU,,5,3.0,32,3,6.0,,,
2,48,1,1,250,127.0,29,48.0,1,1.0,3,8,25.0,1.0,6.0,14.0
2,32,1,1,1085,650.0,14,43.0,1,1.0,18,1,21.0,21.0,7.0,23.0
1,49,1,1,542,251.0,22,57.0,1,1.0,36,4,13.0,29.0,12.0,17.0
2,22,3,1,1030,703.0,14,,1,1.0,23,9,18.0,8.0,7.0,8.0
1,38,1,2,6,3.0,31,37.0,1,1.0,1,11,10.0,10.0,5.0,30.0
2,29,1,1,971,699.0,24,31.0,3,,9,12,1.0,3.0,10.0,3.0
2,23,2,2,167,,NIU,,2,1.0,31,7,19.0,,,
2,43,1,1,1545,1080.0,19,53.0,1,1.0,20,1,13.0,14.0,2.0,5.0
1,15,2,2,995,,NIU,,3,1.0,35,5,24.0,,,
2,34,1,1,32,72.0,14,41.0,1,1.0,15,1,24.0,22.0,5.0,22.0
2,16,2,2,174,,NIU,,1,1.0,33,3,23.0,,,
2,32,3,1,53,88.0,14,,1,1.0,18,10,30.0,1.0,7.0,23.0
1,33,1,2,100,93.0,26,39.0,1,1.0,22,5,23.0,8.0,4.0,15.0
2,41,1,1,629,1053.0,22,45.0,1,1.0,12,7,4.0,22.0,12.0,7.0
1,33,1,1,1979,995.0,21,32.0,1,1.0,22,2,21.0,16.0,11.0,9.0
1,35,1,1,2564,1475.0,27,35.0,1,1.0,7,1,27.0,8.0,7.0,1.0
2,48,1,1,346,1181.0,16,55.0,1,1.0,3,6,7.0,33.0,5.0,12.0
1,15,2,2,1018,,NIU,,1,1.0,35,7,22.0,,,
1,45,1,1,30,17.0,21,52.0,2,2.0,4,3,17.0,14.0,3.0,12.0
1,21,2,2,811,,NIU,,1,1.0,21,8,5.0,,,
2,30,2,2,482,,NIU,,1,1.0,9,1,3.0,,,
1,15,2,2,559,,NIU,,1,1.0,35,6,24.0,,,
1,36,1,1,2563,1474.0,30,45.0,1,1.0,5,8,7.0,10.0,1.0,22.0
1,49,1,1,189,106.0,30,51.0,1,1.0,6,9,6.0,22.0,2.0,18.0
2,40,1,1,327,157.0,27,41.0,1,1.0,2,10,28.0,5.0,10.0,19.0
1,33,1,1,1750,1046.0,19,43.0,1,1.0,22,5,28.0,5.0,9.0,11.0
1,26,2,2,1485,,NIU,,1,1.0,26,9,2.0,,,
2,16,2,2,2562,,NIU,,3,1.0,32,11,22.0,,,
1,30,1,1,88,47.0,27,30.0,1,1.0,9,2,21.0,6.0,2.0,27.0
1,41,1,1,133,958.0,24,46.0,1,1.0,12,7,21.0,21.0,3.0,29.0
1,49,3,1,1086,597.0,21,,1,1.0,6,6,28.0,29.0,10.0,28.0
1,27,2,2,449,,NIU,,1,1.0,30,9,21.0,,,
1,39,2,2,1112,,NIU,,1,1.0,2,12,29.0,,,
1,39,1,1,58,1473.0,31,40.0,1,1.0,24,11,23.0,12.0,2.0,15.0
2,39,1,1,513,313.0,20,47.0,1,1.0,24,1,5.0,22.0,2.0,4.0
2,29,1,1,1912,1123.0,17,36.0,1,1.0,9,3,5.0,5.0,11.0,7.0
2,30,1,1,1095,378.0,26,42.0,1,1.0,10,3,27.0,11.0,10.0,10.0
2,40,1,1,489,324.0,18,48.0,1,1.0,12,9,1.0,15.0,8.0,1.0
1,30,1,1,1551,1150.0,24,38.0,1,1.0,9,1,26.0,3.0,6.0,23.0
1,23,2,2,753,,NIU,,1,1.0,31,11,28.0,,,
1,38,1,1,1800,1292.0,20,40.0,1,1.0,1,11,11.0,1.0,3.0,23.0
1,23,1,1,299,211.0,23,31.0,1,1.0,17,4,17.0,28.0,12.0,7.0
2,48,1,1,938,439.0,22,55.0,1,1.0,3,9,11.0,19.0,12.0,29.0
1,24,2,2,90,,NIU,,1,1.0,17,1,29.0,,,
2,42,3,1,836,474.0,27,,1,1.0,14,4,5.0,7.0,4.0,29.0
1,16,2,2,102,,NIU,,1,1.0,32,10,9.0,,,
1,45,2,2,163,,NIU,,1,1.0,11,8,10.0,,,
2,46,1,1,1277,804.0,22,53.0,1,1.0,8,4,10.0,27.0,3.0,28.0
2,37,1,1,659,490.0,24,38.0,4,1.0,13,9,30.0,16.0,5.0,10.0
1,48,1,1,230,103.0,24,49.0,1,1.0,3,5,7.0,14.0,1.0,8.0
2,40,1,1,242,932.0,21,52.0,1,1.0,2,7,10.0,22.0,2.0,8.0
1,28,1,1,2561,1019.0,23,34.0,1,1.0,19,9,9.0,3.0,2.0,10.0
2,44,1,2,453,314.0,39,45.0,1,1.0,11,3,26.0,3.0,7.0,22.0
1,32,1,1,865,610.0,20,34.0,1,1.0,18,5,14.0,16.0,12.0,29.0
1,27,1,2,44,44.0,21,28.0,1,1.0,30,6,1.0,10.0,1.0,11.0
1,27,1,1,220,104.0,20,36.0,1,1.0,30,5,22.0,8.0,8.0,18.0
1,38,1,2,6,3.0,31,37.0,1,1.0,1,11,10.0,10.0,5.0,30.0
2,19,2,2,1411,,NIU,,1,1.0,28,11,3.0,,,
1,45,1,1,1201,334.0,23,49.0,1,1.0,11,1,25.0,18.0,1.0,14.0
2,40,1,1,54,300.0,33,45.0,1,1.0,2,8,5.0,8.0,5.0,24.0
1,23,2,2,211,,NIU,,1,1.0,17,4,24.0,,,
1,37,1,1,937,635.0,21,38.0,4,1.0,1,3,9.0,13.0,2.0,6.0
2,48,1,1,969,560.0,21,53.0,1,1.0,3,6,9.0,23.0,4.0,13.0
1,46,1,1,38,666.0,22,55.0,1,1.0,4,6,6.0,14.0,9.0,11.0
1,20,2,2,408,,NIU,,1,1.0,21,12,8.0,,,
1,26,2,2,1708,,NIU,,1,1.0,26,9,3.0,,,
2,37,1,1,791,319.0,20,42.0,1,1.0,1,4,29.0,21.0,2.0,9.0
2,25,2,2,664,,NIU,,2,2.0,29,1,9.0,,,
2,49,1,1,349,174.0,17,52.0,1,1.0,6,1,27.0,32.0,7.0,26.0
1,44,1,1,251,115.0,26,45.0,1,1.0,16,9,16.0,1.0,12.0,24.0
2,37,1,1,107,37.0,25,37.0,1,1.0,13,2,27.0,16.0,2.0,19.0
1,25,2,2,216,,NIU,,1,1.0,29,5,2.0,,,
1,45,1,1,356,138.0,25,46.0,2,1.0,11,6,9.0,2.0,3.0,10.0
1,46,1,1,128,745.0,22,48.0,3,,8,3,19.0,14.0,2.0,17.0
1,42,3,1,10,271.0,23,,1,1.0,14,7,7.0,1.0,4.0,5.0
1,41,1,1,1131,837.0,33,42.0,1,1.0,12,11,30.0,8.0,4.0,9.0
2,41,1,1,629,1039.0,26,44.0,1,1.0,12,7,4.0,9.0,5.0,8.0
2,41,1,1,181,280.0,27,44.0,1,1.0,14,12,24.0,7.0,2.0,17.0
1,22,2,2,205,,NIU,,4,4.0,23,5,15.0,,,
1,28,2,2,633,,NIU,,1,1.0,19,2,10.0,,,
2,23,2,2,1064,,NIU,,1,1.0,31,6,22.0,,,
1,20,2,2,57,,NIU,,1,1.0,27,8,28.0,,,
1,39,1,1,212,109.0,23,43.0,1,1.0,2,12,17.0,13.0,10.0,30.0
1,30,1,1,267,776.0,27,32.0,1,1.0,10,4,15.0,6.0,2.0,22.0
1,38,1,1,2560,1472.0,33,35.0,4,1.0,1,2,21.0,3.0,12.0,18.0
2,35,1,1,206,145.0,24,34.0,1,1.0,5,12,15.0,16.0,11.0,22.0
1,49,3,1,1454,747.0,29,,1,1.0,6,9,8.0,2.0,3.0,25.0
1,28,1,1,2559,1999.0,24,44.0,1,1.0,19,7,10.0,11.0,11.0,22.0
1,38,3,1,458,303.0,18,,5,1.0,1,2,4.0,2.0,8.0,12.0
2,30,1,1,1830,1339.0,15,43.0,1,1.0,10,12,5.0,9.0,5.0,25.0
2,44,1,1,432,373.0,18,49.0,1,1.0,11,3,21.0,19.0,5.0,16.0
2,24,2,2,1038,,NIU,,2,2.0,17,9,11.0,,,
2,41,1,1,74,561.0,21,50.0,1,1.0,12,8,22.0,2.0,12.0,10.0
1,17,2,2,858,,NIU,,1,1.0,25,3,25.0,,,
1,31,1,2,941,591.0,24,40.0,1,1.0,18,4,11.0,8.0,1.0,15.0
1,24,2,2,983,,NIU,,1,1.0,17,10,5.0,,,
1,42,1,1,887,553.0,19,47.0,1,1.0,14,6,27.0,24.0,12.0,22.0
2,36,1,1,121,111.0,18,48.0,1,1.0,5,9,25.0,21.0,10.0,25.0
1,49,3,1,1051,28.0,36,,1,1.0,6,5,7.0,5.0,5.0,18.0
1,18,2,2,935,,NIU,,1,1.0,25,9,13.0,,,
1,21,2,2,313,,NIU,,1,1.0,21,11,22.0,,,
2,19,2,2,946,,NIU,,1,1.0,28,1,27.0,,,
1,20,2,2,604,,NIU,,1,1.0,21,12,7.0,,,
2,49,1,1,703,1031.0,20,53.0,1,1.0,6,8,25.0,30.0,7.0,11.0
2,30,1,1,993,669.0,29,28.0,1,1.0,9,4,30.0,28.0,12.0,2.0
1,31,2,2,134,,NIU,,1,1.0,10,2,6.0,,,
1,37,1,1,2558,1998.0,21,44.0,1,1.0,13,7,28.0,9.0,9.0,23.0
1,41,3,1,271,99.0,30,,1,1.0,12,7,28.0,4.0,1.0,4.0
2,32,1,1,66,15.0,19,39.0,4,1.0,18,2,22.0,5.0,2.0,29.0
1,37,1,1,224,121.0,28,35.0,1,1.0,13,5,2.0,12.0,9.0,19.0
1,45,2,2,163,,NIU,,1,1.0,11,8,10.0,,,
1,23,2,2,1706,,NIU,,1,1.0,17,12,27.0,,,
1,21,2,2,972,,NIU,,1,1.0,21,9,1.0,,,
2,30,1,1,754,864.0,22,33.0,1,1.0,9,11,4.0,8.0,7.0,20.0
1,21,2,2,316,,NIU,,1,1.0,21,7,6.0,,,
2,21,2,2,150,,NIU,,1,1.0,21,10,24.0,,,
2,29,1,1,637,827.0,24,31.0,4,1.0,9,4,19.0,3.0,2.0,30.0
1,39,1,1,78,463.0,20,39.0,4,1.0,2,12,15.0,22.0,1.0,15.0
1,35,1,1,1322,536.0,25,34.0,2,1.0,7,9,8.0,4.0,3.0,14.0
1,33,1,1,2557,1997.0,26,31.0,1,1.0,22,8,7.0,8.0,8.0,4.0
2,40,1,1,1206,1028.0,15,35.0,1,1.0,2,11,9.0,27.0,12.0,15.0
1,35,1,1,1731,1239.0,29,40.0,3,,5,3,16.0,10.0,5.0,12.0
2,17,2,2,247,,NIU,,1,1.0,33,5,13.0,,,
2,28,1,1,771,516.0,16,34.0,3,,19,9,19.0,16.0,2.0,9.0
2,37,1,1,721,409.0,22,46.0,1,1.0,13,5,12.0,9.0,2.0,27.0
2,30,1,1,1910,1125.0,28,31.0,2,2.0,9,6,5.0,25.0,12.0,4.0
1,35,1,1,2553,1223.0,24,35.0,1,1.0,5,12,22.0,20.0,1.0,7.0
1,48,3,1,965,667.0,19,,1,1.0,3,11,12.0,29.0,4.0,23.0
1,47,1,2,64,29.0,26,50.0,1,1.0,8,4,6.0,2.0,1.0,27.0
2,15,1,2,365,198.0,15,23.0,5,1.0,35,8,24.0,26.0,9.0,12.0
2,15,2,2,530,,NIU,,1,1.0,32,3,23.0,,,
1,49,1,1,1395,960.0,27,47.0,1,1.0,6,10,6.0,18.0,9.0,22.0
1,45,2,2,341,,NIU,,1,1.0,4,12,11.0,,,
2,17,2,2,625,,NIU,,1,1.0,33,6,13.0,,,
1,19,2,2,468,,NIU,,1,1.0,28,9,17.0,,,
1,22,2,2,571,,NIU,,1,1.0,23,1,6.0,,,
2,18,2,2,105,,NIU,,1,1.0,25,6,28.0,,,
1,41,2,1,1796,,NIU,,3,,14,12,15.0,,,
1,16,2,2,334,,NIU,,1,1.0,32,2,15.0,,,
1,31,1,1,2552,1996.0,24,33.0,1,1.0,10,1,13.0,10.0,4.0,22.0
1,38,1,1,1538,1054.0,21,39.0,1,1.0,24,3,27.0,21.0,6.0,17.0
2,34,1,1,60,178.0,23,35.0,1,1.0,15,2,26.0,20.0,8.0,23.0
2,45,1,1,95,181.0,17,48.0,1,1.0,11,7,28.0,29.0,8.0,3.0
1,28,2,2,633,,NIU,,1,1.0,19,2,10.0,,,
1,44,1,1,494,310.0,21,46.0,1,1.0,16,6,10.0,24.0,9.0,8.0
1,42,3,2,1733,372.0,32,,1,1.0,14,10,25.0,4.0,10.0,25.0
2,43,1,1,795,413.0,17,45.0,1,1.0,20,11,15.0,27.0,7.0,13.0
2,34,1,1,32,72.0,14,41.0,1,1.0,15,1,24.0,22.0,5.0,22.0
1,19,2,2,188,,NIU,,1,1.0,28,1,1.0,,,
1,29,3,2,119,234.0,21,,1,1.0,34,1,10.0,12.0,12.0,20.0
2,17,2,2,625,,NIU,,1,1.0,33,6,13.0,,,
