CLASE_VIV,SEXO,EDAD,ENT_PAIS_NAC,DHSERSAL1,RELIGION,HLENGUA,HESPANOL,ASISTEN,NIVACAD,SITUA_CONYUGAL,HIJOS_NAC_VIVOS,ZIP_CODE
1,1,5,26,2,1,1,1,2,9,2,24,7971
3,2,41,2,1,1,1,1,1,7,6,24,4411
3,2,65,7,3,1,1,1,1,7,1,24,144
3,2,15,20,3,1,1,1,2,7,3,24,1344
1,1,47,36,1,1,1,1,1,13,8,4,1229
3,1,47,4,2,6,1,1,1,7,7,3,365
1,1,16,14,3,1,1,1,2,7,3,1,1032
1,2,16,16,3,6,2,2,1,3,3,24,213
1,2,67,28,5,1,2,2,1,13,1,24,532
3,2,7,18,9,1,1,1,2,2,2,24,18078
1,2,77,12,5,1,1,1,1,3,6,24,303
3,1,57,7,3,3,1,1,1,6,1,4,358
1,2,37,21,3,16,1,1,1,6,3,24,2200
1,2,9,11,1,1,1,1,2,3,2,24,2946
3,1,25,14,3,1,1,1,1,3,1,3,816
3,2,54,7,7,1,1,1,1,12,6,24,212
1,1,43,22,3,1,1,1,1,7,1,5,645
1,1,43,22,3,1,1,1,1,7,1,4,845
1,2,35,7,1,1,1,1,1,4,3,24,400
1,2,28,14,2,1,1,1,2,8,3,24,436
1,2,6,2,3,1,1,1,2,2,2,24,4313
1,1,49,1,1,1,1,1,1,5,8,3,8106
3,2,44,14,2,1,1,1,1,8,1,24,566
4,2,51,7,1,1,1,1,1,12,6,24,676
1,2,10,15,1,1,1,1,2,3,2,24,2022
1,2,11,25,2,1,1,1,2,3,2,24,166
3,1,4,25,1,6,1,1,1,9,2,24,120
6,1,51,17,3,1,1,1,1,15,5,4,5379
3,2,19,7,1,1,1,1,1,8,3,24,673
3,2,16,3,3,1,1,1,1,7,3,24,349
1,1,31,28,2,1,1,1,1,7,3,3,901
1,2,41,12,3,1,1,1,1,7,6,24,950
1,2,34,6,5,1,1,1,1,12,3,24,2719
1,2,41,28,3,1,2,2,1,3,5,24,1142
4,1,69,19,7,1,1,1,1,4,7,4,489
1,1,33,21,1,1,2,2,1,7,7,2,2282
1,1,64,7,1,1,1,1,1,16,7,3,581
1,2,31,12,2,1,1,1,1,7,1,24,143
1,2,15,31,1,1,1,1,2,7,3,24,18077
1,2,39,28,3,1,1,1,1,3,7,24,1131
1,1,49,19,3,1,1,1,1,7,6,6,393
1,1,62,14,2,1,1,1,1,3,9,2,943
1,1,25,14,3,8,1,1,1,4,3,1,458
3,1,50,4,1,1,1,1,1,7,9,4,185
1,2,59,4,3,1,1,1,1,3,9,24,1113
3,2,13,22,3,1,1,1,2,3,3,24,741
1,1,12,20,1,1,1,1,2,3,2,24,1652
1,2,71,8,3,1,1,1,1,3,6,24,1924
1,1,3,24,1,1,3,1,3,10,2,24,1941
1,1,14,20,2,1,1,1,2,7,3,1,1393
3,2,57,7,2,1,1,1,1,8,3,24,915
1,1,38,26,5,1,1,1,1,4,4,2,18076
1,1,51,7,2,1,1,1,1,8,6,2,233
3,2,34,41,2,6,1,1,1,3,6,24,18075
4,2,25,2,2,2,1,1,1,7,1,24,4299
1,2,51,16,2,8,1,1,1,7,7,24,216
1,1,44,22,7,1,1,1,1,7,6,4,1016
1,2,37,1,1,1,1,1,1,3,6,24,6215
4,2,56,14,1,3,1,1,1,7,1,24,611
1,1,54,8,1,1,1,1,1,5,6,2,2049
3,1,18,2,3,1,1,1,1,7,3,1,3105
1,1,5,18,3,1,1,1,2,2,2,24,7566
1,1,33,7,2,1,1,1,1,8,9,1,456
1,2,56,19,3,1,2,2,1,9,9,24,747
1,2,59,14,3,1,2,2,1,9,8,24,946
1,1,12,5,1,1,1,1,2,3,2,24,18074
1,2,45,19,3,7,1,1,1,7,6,24,710
1,2,55,4,2,1,1,1,1,3,1,24,781
2,1,28,2,2,1,1,1,1,4,3,2,3894
3,2,24,28,2,1,1,1,1,3,3,24,1245
3,1,84,7,1,1,1,1,1,3,6,3,480
1,2,29,14,3,5,1,1,1,3,7,24,407
1,1,46,16,3,1,1,1,1,9,3,1,327
1,2,51,14,1,2,2,2,1,3,6,24,681
1,1,52,7,1,1,1,1,1,8,1,4,740
1,1,22,8,1,1,1,1,2,4,3,1,1792
1,2,15,8,1,1,1,1,2,7,3,24,1754
1,1,41,2,3,1,1,1,1,7,6,3,4137
1,2,1,4,3,1,3,1,3,10,2,24,883
1,2,47,16,2,1,2,2,1,3,6,24,216
1,2,13,31,7,1,1,1,2,3,3,24,18073
1,1,12,15,3,1,1,1,2,3,2,24,1473
1,2,26,16,2,1,2,2,1,7,1,24,170
1,2,18,2,2,1,1,1,2,8,3,24,8581
1,1,10,8,3,1,1,1,2,3,2,24,1672
1,1,61,35,2,1,1,1,1,7,6,4,18072
1,2,63,14,3,1,1,1,1,9,9,24,962
1,1,1,20,1,1,3,1,3,10,2,24,1468
1,1,68,7,7,1,1,1,1,4,3,1,271
1,1,40,8,2,1,1,1,1,7,6,5,1930
1,2,26,4,2,2,1,1,1,3,3,24,533
1,1,63,16,1,1,1,1,1,7,6,5,74
1,2,29,17,2,1,1,1,1,7,6,24,3995
1,1,33,19,3,1,1,1,1,8,1,4,125
1,2,12,2,2,9,1,1,2,3,2,24,18071
1,1,12,34,1,1,1,1,2,3,2,24,2104
1,1,49,4,1,1,1,1,1,7,9,3,209
1,1,48,29,8,1,1,1,1,8,7,3,1008
1,2,58,7,1,1,1,1,1,7,7,24,570
1,1,39,24,1,1,1,1,1,7,8,3,1811
1,2,20,4,5,1,1,1,2,8,3,24,662
1,2,64,4,5,1,1,1,1,16,6,24,419
1,1,14,12,3,1,1,1,2,7,3,1,129
1,2,47,5,1,1,1,1,1,4,7,24,5919
3,2,9,27,3,1,1,1,2,3,2,24,1058
1,1,9,1,1,1,1,1,2,3,2,24,18070
1,2,19,15,1,1,1,1,2,5,3,24,1394
4,1,35,7,5,1,1,1,1,4,3,1,112
1,1,54,12,3,1,1,1,1,7,4,4,363
1,1,12,31,2,1,1,1,2,3,2,24,18069
1,1,18,9,2,1,1,1,2,8,3,1,1076
1,2,48,2,1,8,1,1,1,8,8,24,9055
1,1,32,25,1,1,1,1,1,4,3,1,319
1,2,58,25,5,1,1,1,1,3,6,24,46
4,2,7,2,1,1,1,1,2,2,2,24,7544
1,1,7,20,1,1,1,1,2,3,2,24,1359
1,2,33,16,3,5,1,1,1,3,3,24,137
1,1,32,8,1,1,1,1,1,8,6,1,1565
1,1,46,7,5,1,1,1,2,12,6,2,191
1,2,60,16,3,24,2,2,1,3,7,24,11
1,1,57,7,5,7,1,1,1,8,5,3,1220
4,2,49,2,2,1,1,1,1,7,7,24,5493
1,1,40,6,1,1,1,1,1,7,1,5,2614
3,1,13,2,3,3,1,1,2,3,3,1,4044
3,2,33,7,2,1,1,1,1,4,3,24,633
1,2,7,25,3,1,1,1,2,2,2,24,130
1,1,56,2,3,1,1,1,1,7,6,6,4720
1,2,31,14,1,1,1,1,1,8,1,24,431
3,1,21,2,1,8,1,1,2,8,3,1,5918
1,1,51,7,2,3,1,1,1,4,6,4,99
3,2,21,2,2,1,1,1,1,8,3,24,9306
1,2,34,4,1,1,1,1,1,4,1,24,478
1,2,25,2,2,1,1,1,1,7,1,24,5988
1,2,45,26,1,1,1,1,1,8,6,24,8194
3,1,20,7,1,1,1,1,1,8,3,1,217
1,1,31,28,3,1,1,1,1,8,6,2,1245
1,1,3,24,1,1,3,1,3,10,2,24,2302
1,1,49,24,1,1,1,1,1,5,5,2,1650
1,2,6,14,1,1,1,1,2,2,2,24,418
1,2,63,24,1,2,1,1,1,3,7,24,1431
1,2,13,29,1,1,1,1,2,7,3,24,1152
1,2,55,25,2,1,1,1,1,3,1,24,702
1,1,11,2,2,1,1,1,2,3,2,24,18068
3,1,47,7,8,1,1,1,1,4,6,2,1003
6,1,30,2,1,1,1,1,1,4,6,1,4176
1,2,41,14,2,1,2,2,1,3,1,24,839
3,1,11,2,3,1,1,1,2,3,2,24,3552
3,2,7,31,3,1,1,1,2,3,2,24,18067
1,2,51,2,1,1,1,1,1,3,1,24,5917
1,1,79,25,7,1,1,1,1,9,4,10,166
1,1,33,16,10,3,1,1,1,7,5,3,3
4,2,26,7,1,8,1,1,1,5,1,24,432
4,2,10,2,2,1,1,1,2,3,2,24,10145
1,2,3,26,1,1,3,1,3,10,2,24,4599
1,1,35,28,2,1,1,1,1,7,8,3,1471
1,1,10,15,1,1,1,1,2,3,2,24,1997
3,2,78,28,1,1,1,1,1,9,6,24,910
1,1,65,29,2,2,1,1,1,6,4,3,1379
4,1,53,7,1,1,1,1,1,4,8,3,667
1,1,64,6,2,2,1,1,1,3,7,2,2717
1,2,39,10,1,2,1,1,1,4,7,24,6523
3,2,16,16,2,1,1,1,1,7,3,24,360
1,2,62,4,1,1,1,1,1,7,7,24,351
1,1,24,25,3,1,1,1,1,8,1,1,131
1,2,39,36,1,1,1,1,1,7,6,24,2173
1,1,13,20,2,1,1,1,2,3,3,1,1214
1,2,40,2,3,1,1,1,1,7,6,24,5209
4,1,33,2,3,1,1,1,1,4,1,2,4817
1,1,23,11,3,1,1,1,2,13,3,1,4713
1,2,45,5,2,1,1,1,1,8,7,24,8432
1,1,21,8,2,1,1,1,1,7,3,1,1231
3,2,4,15,9,1,1,1,1,9,2,24,1101
1,1,25,8,1,1,1,1,1,7,6,1,1485
3,1,25,14,1,1,1,1,1,4,1,2,1136
1,1,54,11,3,1,1,1,1,3,6,8,4126
1,2,39,9,2,1,1,1,1,1,3,24,1734
1,1,15,13,9,1,1,1,2,7,3,1,2602
1,2,31,7,2,1,1,1,1,7,1,24,330
3,2,5,4,2,36,1,1,1,9,2,24,472
1,1,17,7,1,3,1,1,2,8,3,1,480
1,1,71,14,3,7,1,1,1,3,4,4,370
1,1,50,17,3,2,1,1,1,3,6,4,2850
5,2,7,17,2,1,1,1,2,2,2,24,18066
1,1,48,9,3,1,1,1,1,3,1,3,758
1,1,12,9,3,1,1,1,2,3,2,24,659
3,2,53,7,3,1,1,1,1,4,6,24,633
1,2,64,20,7,2,1,1,1,7,4,24,1270
3,1,81,9,1,1,1,1,1,9,4,7,876
1,1,68,28,3,1,1,1,1,9,4,4,1211
1,1,40,17,1,1,1,1,1,4,1,3,3319
1,2,13,21,3,1,1,1,2,7,3,24,2380
1,2,31,14,1,1,1,1,1,8,1,24,378
1,2,97,7,7,1,1,1,1,4,4,24,663
3,1,48,7,1,1,1,1,1,7,6,3,167
1,1,29,17,3,1,1,1,1,4,1,2,3754
1,1,65,4,2,1,1,1,1,3,3,1,874
1,1,21,4,3,1,1,1,1,8,1,2,1233
1,2,2,19,3,1,3,1,3,10,2,24,353
1,1,29,7,1,3,1,1,1,4,1,2,1129
1,2,38,2,2,1,1,1,1,8,6,24,5789
1,1,36,10,3,1,1,1,1,7,7,2,9452
1,2,19,21,2,1,1,1,1,3,1,24,2368
1,1,72,17,1,1,1,1,1,3,6,10,4205
3,2,22,19,3,1,1,1,1,3,3,24,447
1,1,61,5,1,1,1,1,1,3,7,4,4874
1,2,51,17,2,1,1,1,1,4,6,24,18065
1,1,37,14,2,1,1,1,1,7,5,2,793
1,2,12,13,1,3,1,1,2,3,2,24,2580
1,2,32,24,1,2,1,1,1,8,1,24,1881
1,2,19,22,2,6,1,1,1,7,3,24,756
1,1,51,21,1,1,2,2,1,3,6,6,2473
1,1,49,4,5,1,1,1,1,4,6,1,511
1,2,14,1,1,1,1,1,2,7,3,24,5910
1,1,66,20,1,1,1,1,1,3,6,4,1154
1,1,14,2,2,1,1,1,2,7,3,1,18086
3,1,35,17,2,12,1,1,1,7,3,3,18085
1,1,20,11,1,1,1,1,1,8,3,1,4090
4,2,9,7,1,1,1,1,2,3,2,24,1111
1,2,15,2,2,1,1,1,2,3,3,24,7579
1,1,39,24,1,3,1,1,1,7,1,3,1971
1,2,60,7,5,8,1,1,1,7,6,24,601
1,2,74,4,1,1,1,1,1,7,1,24,568
6,2,52,16,3,9,1,1,1,3,3,24,397
3,1,17,8,2,1,1,1,2,5,3,1,1638
1,1,10,28,3,1,1,1,2,3,2,24,1255
1,2,79,36,1,1,2,2,1,3,7,24,1415
1,1,37,7,1,1,1,1,1,4,5,1,402
1,1,47,3,1,1,1,1,1,7,1,2,221
3,1,55,2,1,1,1,1,1,4,5,4,18084
3,1,45,2,1,1,1,1,1,8,6,4,2698
3,2,19,10,2,4,1,1,2,8,3,24,18083
1,2,41,22,3,1,1,1,1,9,3,24,858
1,2,14,12,1,1,1,1,2,7,3,24,154
1,1,23,4,2,8,1,1,1,8,1,1,269
1,1,13,19,5,1,1,1,2,7,3,1,498
2,1,5,13,1,1,1,1,1,9,2,24,2320
1,2,12,13,1,3,1,1,2,3,2,24,2326
1,1,47,18,1,1,1,1,1,8,6,4,18082
3,1,55,2,3,1,1,1,1,3,7,5,7910
1,2,18,4,2,1,1,1,1,5,3,24,448
1,1,41,14,2,1,2,2,1,8,1,2,435
1,1,21,10,3,1,1,1,1,7,1,3,5909
2,1,41,5,3,1,1,1,1,7,8,8,5337
3,1,28,1,5,1,1,1,1,8,5,4,5543
3,2,32,21,1,5,1,1,1,4,3,24,2192
1,1,5,2,1,1,1,1,2,2,2,24,18081
2,1,14,14,1,3,1,1,2,3,3,1,427
1,1,10,16,3,3,2,2,2,3,2,24,274
1,1,26,10,5,1,1,1,1,4,3,1,4351
1,1,58,12,2,1,1,1,1,7,6,6,39
1,1,5,9,3,1,1,1,2,2,2,24,1389
1,1,73,5,1,1,1,1,1,7,6,5,5908
1,1,27,2,4,8,1,1,1,7,7,3,18080
3,1,14,29,3,8,1,1,2,7,3,1,1062
1,2,16,6,1,1,1,1,1,7,3,24,2421
1,1,3,19,5,1,3,1,3,10,2,24,575
1,2,1,2,1,1,3,1,3,10,2,24,18079
1,1,14,20,1,4,1,1,2,3,3,1,1359
1,2,10,24,3,4,1,1,2,3,2,24,1715
3,1,18,2,1,2,1,1,2,5,3,1,6029
1,1,63,8,1,1,1,1,1,3,6,6,2295
1,1,31,24,1,1,1,1,1,4,7,3,1106
1,2,2,2,1,1,3,1,3,10,2,24,4092
1,2,5,28,3,1,1,1,2,2,2,24,1120
1,1,52,29,3,5,1,1,1,7,5,3,1443
4,2,21,7,1,1,1,1,1,8,3,24,193
1,1,51,6,7,1,1,1,1,6,6,3,2568
1,1,50,14,3,7,1,1,1,3,7,4,572
1,1,38,1,2,1,1,1,1,7,7,4,18110
1,2,14,19,3,1,1,1,1,3,3,24,734
1,1,43,9,1,1,1,1,1,7,6,5,1429
3,1,2,7,1,1,3,1,3,10,2,24,699
1,2,62,2,1,1,1,1,1,8,6,24,5573
1,1,45,12,8,1,1,1,1,3,7,2,425
3,1,15,14,1,3,1,1,2,7,3,1,805
3,1,12,7,3,1,1,1,2,3,2,24,576
1,1,24,2,1,1,1,1,2,4,5,2,18109
3,2,17,29,1,1,1,1,2,8,3,24,964
1,1,38,1,2,1,1,1,1,7,3,5,10020
3,1,22,14,1,3,1,1,2,4,3,1,325
1,2,20,15,1,1,1,1,1,5,3,24,2260
1,1,34,26,3,1,1,1,1,8,7,1,8158
1,2,54,21,3,7,2,2,1,3,7,24,2278
4,2,27,14,1,1,1,1,1,8,7,24,966
1,2,16,28,5,1,1,1,2,7,3,24,934
1,1,10,28,1,3,1,1,2,3,2,24,1320
1,2,50,7,1,7,1,1,1,7,7,24,894
1,2,11,16,3,10,2,3,2,3,2,24,170
1,1,21,8,1,1,1,1,2,8,3,1,2024
1,2,37,27,2,1,1,1,1,3,1,24,1050
1,1,28,7,3,1,1,1,1,4,3,1,616
1,2,15,20,1,17,1,1,2,7,3,24,1117
1,1,27,15,2,1,1,1,1,7,3,1,1575
3,2,45,2,3,1,1,1,1,7,6,24,9517
3,2,49,6,3,2,1,1,1,7,1,24,2527
1,1,99,14,1,1,1,1,1,9,4,10,943
3,2,30,2,1,1,1,1,2,4,1,24,6529
1,2,11,26,1,1,1,1,2,3,2,24,4062
1,1,38,15,9,1,1,1,1,4,6,5,1581
1,2,2,12,3,1,3,1,3,10,2,24,26
1,2,31,4,3,1,1,1,1,4,1,24,309
1,2,68,4,3,1,2,3,1,3,9,24,285
1,2,14,12,2,1,1,1,2,3,3,24,136
4,2,42,10,1,1,1,1,1,4,3,24,6369
3,1,55,2,3,1,1,1,1,4,1,3,6465
1,2,33,17,2,1,1,1,1,3,5,24,5551
1,1,40,4,1,1,1,1,1,7,6,4,617
3,2,20,2,2,1,1,1,1,3,3,24,4335
6,1,48,25,2,6,1,1,1,8,7,3,47
1,1,61,29,1,1,1,1,1,5,6,5,1008
1,2,55,16,5,1,1,1,1,8,7,24,160
3,1,24,8,1,1,1,1,1,8,6,1,1579
1,2,14,8,2,1,1,1,2,3,3,24,1890
1,1,42,15,3,6,1,1,1,7,7,5,1947
1,2,12,19,1,1,1,1,2,3,2,24,164
3,1,75,28,3,3,2,2,1,3,7,3,880
1,1,55,12,5,1,1,1,1,4,4,4,54
1,1,16,16,3,1,1,1,2,7,3,1,107
1,2,31,1,7,1,1,1,1,7,3,24,4102
1,1,33,4,3,1,1,1,1,6,7,4,454
1,1,24,29,3,1,1,1,1,8,6,2,1311
1,1,33,8,1,1,1,1,1,3,3,2,2266
1,2,23,14,1,1,1,1,2,4,3,24,687
1,2,8,18,1,2,1,1,2,3,2,24,10154
1,1,39,8,2,1,1,1,1,7,1,7,2595
4,1,20,7,2,3,1,1,2,8,3,1,175
3,2,19,7,3,1,1,1,1,3,3,24,1057
1,1,17,2,3,1,1,1,1,3,1,2,3003
3,1,35,14,3,1,1,1,1,7,1,3,886
1,2,51,17,1,1,1,1,1,8,7,24,3739
1,1,31,16,3,1,2,2,1,3,1,4,94
1,2,40,3,3,1,1,1,1,7,6,24,922
1,2,22,16,1,1,2,2,1,8,3,24,274
1,1,24,14,2,1,1,1,1,8,3,1,1035
3,1,24,7,2,1,1,1,1,8,3,1,391
3,2,20,4,3,1,1,1,2,8,3,24,1046
1,2,46,28,2,1,1,1,1,8,3,24,945
1,2,26,18,3,1,1,1,1,3,5,24,18108
4,2,61,7,1,1,1,1,1,9,6,24,640
1,1,6,2,3,1,1,1,1,2,2,24,18107
1,2,12,12,3,1,1,1,2,3,2,24,39
1,2,68,17,5,1,1,1,1,7,6,24,4813
1,1,59,22,5,2,1,1,1,13,7,3,987
1,2,30,7,1,1,1,1,1,9,3,24,262
2,2,10,21,1,2,1,1,2,3,2,24,2164
3,2,49,16,3,1,1,1,1,3,1,24,295
1,1,5,20,1,1,1,1,2,2,2,24,1351
3,2,8,20,2,1,2,3,1,9,2,24,1910
1,2,20,22,2,1,1,1,1,8,3,24,310
1,2,21,7,1,1,1,1,2,5,3,24,180
3,2,13,4,3,1,1,1,1,3,3,24,324
1,2,6,9,3,1,1,1,2,2,2,24,1118
1,2,26,24,1,1,1,1,1,8,7,24,1517
1,2,5,12,3,1,1,1,1,9,2,24,39
1,2,4,2,2,8,1,1,1,9,2,24,5907
1,2,54,2,1,1,1,1,1,7,6,24,18106
1,2,30,16,1,1,1,1,1,4,3,24,74
1,1,65,26,3,1,1,1,1,3,6,5,7099
1,1,23,6,2,2,1,1,1,8,1,2,2562
3,2,63,7,5,1,1,1,1,3,6,24,432
1,1,81,20,1,1,1,1,1,7,4,6,1126
1,2,14,19,3,1,1,1,2,7,3,24,704
1,2,44,18,3,1,1,1,1,3,6,24,6606
3,2,63,2,2,1,1,1,1,17,6,24,5906
1,2,50,23,6,19,4,1,4,11,10,24,18105
1,1,5,31,2,3,1,1,1,9,2,24,18104
4,1,19,7,1,1,1,1,2,8,3,1,306
1,2,36,9,2,1,1,1,1,3,3,24,1429
1,2,41,16,5,3,1,1,1,8,7,24,406
5,2,16,12,1,1,1,1,2,7,3,24,84
1,1,19,12,7,1,1,1,2,13,3,1,41
3,2,64,2,5,3,1,1,1,4,7,24,18103
1,2,38,12,1,1,1,1,1,8,6,24,41
1,2,8,31,7,1,1,1,2,2,2,24,1907
1,1,13,8,1,1,1,1,1,3,3,1,1533
6,1,60,7,1,1,1,1,1,7,4,5,1054
1,2,14,11,1,1,1,1,2,3,3,24,8960
1,1,5,2,1,3,1,1,1,9,2,24,18102
1,2,4,27,2,1,1,1,1,9,2,24,826
3,2,18,7,2,1,1,1,1,7,3,24,840
1,1,26,7,2,1,1,1,1,8,4,3,326
1,2,17,16,4,1,1,1,1,7,3,24,25
3,1,61,6,2,2,1,1,1,4,8,8,2573
1,1,39,16,1,3,1,1,1,7,5,4,227
1,2,50,7,3,1,1,1,1,8,1,24,668
1,1,29,17,3,1,1,1,1,7,5,2,5905
4,1,19,7,9,1,1,1,2,8,3,1,306
3,1,8,4,3,1,1,1,2,3,2,24,469
1,2,19,16,1,1,1,1,2,8,3,24,107
1,1,35,14,1,3,1,1,1,8,1,4,461
1,2,61,16,2,1,1,1,1,9,7,24,170
1,1,5,13,1,1,1,1,2,2,2,24,2320
1,1,51,11,2,1,1,1,1,4,5,5,18101
1,2,14,16,2,1,1,1,2,7,3,24,12
3,1,50,14,2,1,1,1,1,7,1,2,608
1,1,40,8,7,1,1,1,1,8,8,1,1713
1,1,3,10,1,3,3,1,3,10,2,24,3265
1,1,26,7,2,1,1,1,1,8,3,1,894
3,2,26,7,1,2,1,1,1,7,7,24,208
1,1,21,8,2,1,1,1,2,4,3,1,2052
1,1,69,17,3,15,1,1,1,9,6,12,2950
3,2,41,28,2,1,1,1,1,3,5,24,686
1,2,54,8,1,25,1,1,1,4,1,24,1984
1,2,39,7,7,3,1,1,1,4,1,24,521
1,1,66,28,5,6,1,1,1,6,5,3,762
1,1,46,17,1,1,1,1,1,7,6,3,9249
1,2,10,16,3,5,2,2,2,3,2,24,522
1,2,26,16,3,1,2,2,1,3,1,24,384
3,2,18,29,3,7,1,1,1,7,3,24,1099
1,2,10,29,3,1,1,1,2,3,2,24,1012
4,2,49,7,2,1,1,1,1,4,1,24,480
1,2,46,12,2,1,1,1,1,7,5,24,363
3,1,35,6,2,1,1,1,1,7,3,1,2250
1,2,19,2,9,1,1,1,2,8,3,24,4508
1,1,7,16,2,3,1,1,2,2,2,24,12
1,1,51,15,1,1,1,1,1,7,7,4,2069
1,1,69,4,2,1,1,1,1,9,4,2,261
1,2,23,19,2,1,1,1,1,4,1,24,68
1,2,12,31,7,2,1,1,1,3,2,24,18100
1,1,36,5,5,1,1,1,1,4,1,2,18099
1,2,81,2,4,1,1,1,1,3,6,24,4632
1,1,47,16,3,1,2,3,1,9,9,12,94
3,2,41,2,3,1,1,1,1,7,6,24,18098
1,2,12,21,3,1,1,1,2,3,2,24,2419
1,2,66,26,1,1,1,1,1,3,6,24,3751
1,2,27,2,3,1,1,1,1,7,3,24,6847
1,1,43,8,3,1,1,1,1,7,1,5,1653
1,2,13,7,1,3,1,1,2,7,3,24,339
1,1,65,24,1,1,1,1,1,3,3,4,1427
6,2,27,25,1,1,1,1,1,4,3,24,288
1,1,55,14,1,3,1,1,1,7,7,3,847
1,2,67,14,1,1,1,1,1,7,6,24,963
1,1,63,3,1,1,1,1,1,6,6,2,629
1,1,59,24,1,7,1,1,1,7,7,5,1629
1,1,18,17,3,1,1,1,2,8,3,1,10451
3,2,12,7,2,1,1,1,2,3,2,24,1028
1,2,47,9,3,1,2,2,1,7,6,24,1153
1,2,30,12,3,1,1,1,1,8,7,24,366
3,1,4,36,5,1,1,1,1,9,2,24,1656
1,1,25,3,3,1,1,1,1,7,3,1,1030
1,2,11,15,1,2,1,1,2,3,2,24,2033
1,1,8,2,3,2,1,1,2,3,2,24,5501
4,2,33,2,1,1,1,1,1,4,6,24,3461
1,2,13,2,1,1,1,1,1,3,3,24,18097
1,2,24,15,1,1,1,1,2,8,3,24,1905
3,1,35,7,1,8,1,1,1,8,5,3,138
4,1,26,25,2,3,1,1,1,7,1,2,346
1,2,31,3,2,1,1,1,1,7,3,24,922
1,2,34,21,2,1,1,1,1,8,6,24,2170
1,2,44,22,3,1,1,1,1,7,7,24,783
3,2,17,2,3,8,1,1,2,8,3,24,3271
1,1,44,7,2,2,1,1,1,8,7,2,211
1,1,19,4,3,1,1,1,2,8,3,1,617
3,1,46,15,1,2,1,1,1,7,6,4,1880
1,1,31,7,3,1,1,1,1,3,1,3,516
1,1,41,14,1,1,1,1,1,7,1,2,928
1,1,6,19,3,1,1,1,2,2,2,24,615
3,2,67,9,5,1,2,2,1,13,9,24,1009
1,2,26,1,3,1,1,1,1,7,1,24,2884
3,2,51,28,1,1,1,1,1,7,7,24,1248
1,1,25,1,1,1,1,1,1,7,5,3,7146
1,2,50,24,5,1,1,1,1,4,3,24,1509
1,2,33,12,3,1,1,1,1,7,6,24,108
1,1,9,7,2,1,1,1,2,3,2,24,206
1,1,66,5,3,1,1,1,1,3,5,2,18096
1,1,16,18,2,1,1,1,2,7,3,1,8182
1,1,16,31,1,1,1,1,2,8,3,1,18095
1,2,8,28,2,1,1,1,2,3,2,24,983
1,1,1,16,2,1,3,1,3,10,2,24,194
4,1,42,7,1,1,1,1,1,8,9,4,871
1,2,7,2,2,1,1,1,2,2,2,24,2953
1,1,8,7,2,1,1,1,2,3,2,24,1011
3,2,18,1,1,1,1,1,1,8,3,24,18126
1,1,32,2,2,2,1,1,1,7,6,2,8957
3,1,11,1,3,3,1,1,2,3,2,24,10496
1,1,66,10,1,1,1,1,1,3,7,4,10435
1,2,22,20,4,1,1,1,1,4,3,24,1306
1,1,68,11,2,1,1,1,1,3,4,7,7155
10,2,40,20,2,1,1,1,1,8,1,24,2106
3,2,52,2,2,1,1,1,1,8,8,24,7083
1,1,11,12,1,1,1,1,2,3,2,24,98
1,2,17,12,3,1,1,1,2,8,3,24,75
1,2,52,15,1,1,1,1,1,7,6,24,1521
1,2,10,29,1,1,1,1,2,3,2,24,2230
3,2,26,22,1,1,1,1,1,7,6,24,1370
1,2,65,8,2,1,1,1,1,9,3,24,1317
3,1,35,14,2,1,1,1,1,3,1,1,583
1,2,10,28,3,1,2,2,2,3,2,24,1037
1,1,57,22,1,2,1,1,1,3,7,4,756
1,2,29,27,1,2,1,1,1,5,3,24,1127
1,2,20,12,1,1,1,1,2,7,3,24,470
1,2,43,4,1,1,2,2,1,8,9,24,781
1,1,71,5,5,1,1,1,1,4,8,5,6424
3,2,8,2,1,1,1,1,2,3,2,24,6562
1,1,86,19,2,1,2,3,1,9,9,5,277
1,1,1,16,3,1,3,1,3,10,2,24,42
1,1,27,21,1,1,1,1,1,4,3,1,1367
1,1,18,27,2,1,1,1,2,5,3,1,836
3,2,17,14,3,6,1,1,2,8,3,24,338
1,2,48,20,3,2,1,1,1,3,1,24,1187
1,1,83,11,5,1,1,1,1,7,7,2,3058
4,1,69,14,2,1,1,1,1,7,4,3,1053
3,2,12,14,2,1,1,1,2,3,2,24,675
1,1,33,14,3,1,1,1,1,3,7,4,515
1,1,57,14,1,1,1,1,1,4,3,1,712
4,2,61,7,1,1,1,1,1,7,4,24,496
1,2,48,4,3,1,1,1,1,3,1,24,552
1,2,20,16,3,10,2,2,1,9,1,24,313
1,2,18,11,3,1,1,1,1,7,3,24,3638
1,2,8,11,3,1,1,1,2,2,2,24,6938
1,1,21,27,5,1,1,1,2,8,3,1,1135
1,1,8,18,1,1,1,1,2,3,2,24,5062
1,2,57,7,1,1,1,1,1,3,6,24,778
1,2,19,2,2,1,1,1,1,7,3,24,18125
1,1,51,19,7,9,1,1,1,7,1,3,422
1,2,33,14,1,2,1,1,1,8,7,24,943
1,1,11,13,2,1,1,1,2,3,2,24,2382
1,1,30,13,1,1,1,1,1,4,1,1,2541
1,2,47,10,3,8,1,1,1,3,5,24,4032
1,1,25,20,1,3,1,1,1,8,7,2,1464
1,1,26,5,3,1,1,1,1,7,7,5,4791
1,1,51,2,3,2,1,1,1,7,7,4,5925
